1;;
COD;PRODUTOS;VEND. POR:
7994;COBERTURA PARA SORVETE DENTADURAS FINI 1 KG (CX 6 FR);FR
6791;COBERTURA PARA SORVETE MORANGO MARVI 1 KG (CX 6 FR);FR
6787;"COBERTURA PARA SORVETE PEQUENA CHOCOLATE MARVI 190 G (CX
12 FR)";FR
7;COCA COLA LATA 350 ML (PCT 12 LT);PCT
6824;COCA COLA MÉDIA PET 1 L (PCT 6 UN);PCT
4845;COCA COLA MIÚDA PET 200 ML (PCT 12 UN);PCT
7358;COCA COLA MIÚDA ZERO AÇÚCARES PET 200 ML (PCT 12 UN);PCT
843;COCA COLA PEQUENA PET 600 ML (PCT 12 UN);PCT
5;COCA COLA PET 2 L (PCT 6 UN);PCT
8;COCA COLA SEM AÇÚCAR LATA 350 ML (PCT 12 LT);PCT
6;COCA COLA SEM AÇÚCAR PET 2 L (PCT 6 UN);PCT
1619;COCA COLA SEM AÇÚCAR PET 600 ML (PCT 12 UN);PCT
5752;COCO RALADO ADOÇADO INDIANO 1 KG (CX 5 PCT);PCT
8637;"COCO RALADO FLOCADO ÚMIDO E ADOÇADO QUALICOCO 1,010 KG (CX
10 PCT)";PCT
1399;COCO RALADO ÚMIDO E ADOÇADO MAIS COCO 1 KG (CX 12 PCT);PCT
8636;COCO RALADO ÚMIDO E ADOÇADO QUALICOCO 1,010 KG (CX 10 PCT);PCT
7136;COCO RALADO ÚMIDO E ADOÇADO SERGIPE 1 KG (CX 5 PCT);PCT
3687;COLORÍFICO BRASILSECO 1 KG (FDO 10 PCT);PCT
6843;COLORÍFICO KISABOR 1,01 KG (FDO 12 PCT);PCT
6208;COLORÍFICO KITANO 800 G (FDO 12 PCT);PCT
595;COLORÍFICO PENINA 1 KG (FDO 10 PCT);PCT
384;COMANDA COMUM (PCT 20 x 50);PCT
383;COMANDA COPIATIVA (PCT 20 x 50);PCT
1017;COMINHO PENINA 1,05 KG (FDO 10 PCT);PCT
6335;COMPOSTO LÁCTEO EM PÓ INTEGRAL ALIBRALAC 1 KG (FDO 10 PCT);PCT
6336;COMPOSTO LÁCTEO EM PÓ INTEGRAL MERILÚ 400 G (FDO 25 PCT);PCT
1687;CONHAQUE DE ALCATRÃO SÃO JOÃO DA BARRA 900 ML (CX 12 UN);UN
1349;CONHAQUE DOMECQ 1 L (CX 12 UN);UN
1419;CONHAQUE DREHER 900 ML (CX 12 UN);UN
2917;CONHAQUE FUNDADOR 750 ML (CX 12 UN);UN
3569;CONHAQUE PRESIDENTE 900 ML (CX 6 UN);UN
8607;"CONTRA FILÉ BOVINO RESFRIADO COM NOIX AO PONTO 4 KG (CX 25
KG)";KG
7849;"CONTRA FILÉ BOVINO RESFRIADO COM NOIX JORDANÉSIA 3 KG (CX 24
KG)";KG
7621;"CONTRA FILÉ BOVINO RESFRIADO SEM NOIX BOI BRASIL 5 KG (CX 29
KG)";KG
8578;CONTRA FILÉ BOVINO RESFRIADO SEM NOIX FRIGOL 5 KG (CX 24 KG);KG
519;COPA AURORA 600 G (CX 5 KG);KG
7550;COPA FATIADA AURORA 100 G (CX 35 PCT);PCT
8537;COPA FATIADA DOR 80 G (CX 10 PCT);PCT
8524;"COPA LOMBO SOBREPALETA SUÍNA SEM OSSO CONGELADA FRIELLA 3
KG (CX 22 KG)";KG
523;COPO DESCARTÁVEL MÉDIO 180 ML PCT 100 UN (CX 25 PCT);PCT
5774;COPO DESCARTÁVEL PEQUENO 50 ML PCT 100 UN (CX 50 PCT);PCT
5295;COQUETEL CANELINHA DA ROCHA 900 ML (CX 12 UN);UN
1690;"COQUETEL DE VINHO NACIONAL TINTO SUAVE CANTINHO DO VALE 880
ML (CX 12 UN)";CX
4237;COQUETEL DE VODKA LIMÃO COROTE 500 ML (CX 12 UN);CX
4238;COQUETEL DE VODKA MORANGO COROTE 500 ML (CX 12 UN);CX
8665;CORAÇÃO DE FRANGO CONGELADO ADORO (CX 20 KG);CX
5011;CORDÃO DO FILÉ MIGNON BOVINO CONGELADO PLENA 2 KG (CX 26 KG);KG
5611;"CORDÃO DO FILÉ MIGNON BOVINO RESFRIADO FRIGOESTRELA 1,5 KG
(CX 18 KG)";KG
7337;COSTELA BOVINA CONGELADA DESFIADA ALFAMA 1 KG (CX 6 PCT);PCT
8580;"COSTELA BOVINA CONGELADA EM TIRAS COM OSSO MATOSO 2 KG (CX
24 KG)";KG
5012;"COSTELA BOVINA CONGELADA EM TIRAS SERRADA COM OSSO FRIGO
NOSSO 1,5 KG (CX 19 KG)";KG
5824;"COSTELA BOVINA CONGELADA JANELA COM OSSO JORDANÉSIA 8 KG
(CX 23 KG)";KG
6609;"COSTELA BOVINA CONGELADA ROJÃO MINGA COM OSSO RAMAX
RESERVA 7 KG (CX 25 KG)";KG
3390;COSTELA SUÍNA CONGELADA COM OSSO AURORA 1,5 KG (CX 11 KG);KG
8304;"COSTELA SUÍNA CONGELADA COM OSSO TCHÊ ESTRELA 4 KG (CX 17
KG)";KG
7121;COSTELA SUÍNA CONGELADA TEMPERADA PAMPLONA 1 KG (CX 10 KG);KG
8361;COSTELA SUÍNA SALGADA REFFINATO 5 KG (CX 2 PCT);PCT
8496;"COSTELINHA SUÍNA CONGELADA EM TIRAS COM OSSO FRIELLA 1 KG
(CX 20 KG)";KG
5921;COUSCOUS GRANORO 1 KG (CX 10 PCT);PCT
3681;COUSCOUS LA PASTINA 500 G (CX 12 PCT);PCT
7721;COUVE FLOR CONGELADA GRANO 2 KG (CX 5 PCT);CX
3422;COXÃO DURO BOVINO RESFRIADO JORDANÉSIA 4 KG (CX 22 KG);KG
6912;COXÃO DURO BOVINO RESFRIADO MONDELLI 5 KG (CX 22 KG);KG
7263;COXÃO MOLE BOVINO RESFRIADO BOI BRASIL 12 KG (CX 24 KG);KG
3555;"COXÃO MOLE BOVINO RESFRIADO NOSSO BEEF FRIGO NOSSO 8 KG
(CX 19 KG)";KG
158;"COXAS E SOBRECOXAS DE FRANGO CONGELADAS COM OSSO ADORO
(CX 20 KG)";CX
7301;"COXAS E SOBRECOXAS DE FRANGO CONGELADAS COM OSSO ALLIZ
(CX 20 KG)";CX
7887;"COXAS E SOBRECOXAS DE FRANGO CONGELADAS COM OSSO
CANÇÃO (CX 18 KG)";CX
7944;"COXAS E SOBRECOXAS DE FRANGO CONGELADAS COM OSSO RICO
(CX 20 KG)";CX
8429;"COXAS E SOBRECOXAS DE FRANGO TEMPERADAS CONGELADAS COM
OSSO FRANGÃO FOODS (CX 20 KG)";CX
8511;"COXINHA DE COSTELA COM REQUEIJÃO CONGELADA ALFAMA 1,05 KG
(CX 3 PCT)";PCT
8644;"COXINHAS DAS ASAS DE FRANGO APIMENTADAS EMPANADAS
CONGELADAS SEARA 400 G (CX 12 PCT)";CX
6578;COXINHAS DAS ASAS DE FRANGO CONGELADAS ADORO (CX 20 KG);CX
8615;"COXINHAS DAS ASAS DE FRANGO CONGELADAS JAGUÁ 1 KG (CX 20
PCT)";CX
8645;"COXINHAS DAS ASAS DE FRANGO EMPANADAS CONGELADAS SEARA
900 G (CX 5 PCT)";CX
1859;CREAM CHEESE CATUPIRY 1,2 KG (CX 6 BIS);BIS
4363;CREAM CHEESE COROCHEESE CORONATA 1,2 KG (CX 12 BIS);BIS
38;CREAM CHEESE DANÚBIO 1 KG (CX 6 BIS);BIS
7330;CREAM CHEESE IPANEMA 1,2 KG (CX 6 BIS);BIS
6148;CREAM CHEESE PEQUENO SCALA 150 G (CX 16 UN);UN
6281;CREAM CHEESE PHILADELPHIA (BD 3,6 KG);BD
3578;CREAM CHEESE PHILADELPHIA 1,5 KG (CX 4 BIS);BIS
953;CREAM CHEESE POLENGHI (BD 3,6 KG);BD
8259;CREAM CHEESE POLENGHI 1 KG (CX 6 BIS);BIS
1543;CREAM CHEESE QUATÁ 1,01 KG (CX 10 BIS);BIS
262;CREAM CHEESE SACHÊ DANÚBIO 18 G (CX 144 UN);CX
8226;CREAM CHEESE SACHÊ PRESIDENT 18 G (CX 120 UN);CX
3356;CREAM CHEESE SCALA 1,2 KG (CX 8 BIS);BIS
5468;CREAM CHEESE SCALA 3,6 KG (CX 2 BD);BD
7915;CREAM CHEESE SCALON 1,02 KG (CX 15 BIS);BIS
1860;CREAM CHEESE SULMINAS 1,2 KG (CX 12 BIS);BIS
7216;CREME CONFEITEIRO ITAIQUARA 1 KG (FDO 10 PCT);PCT
5724;CREME CULINÁRIO DAUS 1 KG (CX 12 UN);CX
4365;"CREME DE AVELÃ GRANDE COM CACAU FOOD SERVICE NUTELLA 3 KG
(CX 2 BD)";BD
6529;CREME DE AVELÃ GRANDE COM CACAU VABENE 3 KG (CX 4 BD);BD
3793;CREME DE AVELÃ PEQUENO COM CACAU NUTELLA 650 G (CX 6 UN);UN
8614;CREME DE BUENO RECHEIO ARTESANAL VABENE 1,01 KG (CX 8 BIS);BIS
4159;CREME DE CEBOLA FOOD SERVICE AJINOMOTO 1 KG (CX 6 PCT);PCT
6904;CREME DE CEBOLA PENINA 1 KG (FDO 10 PCT);PCT
4130;CREME DE CEBOLA QUALIMAX 1,01 KG (CX 10 PCT);PCT
4595;CREME DE LEITE GRANDE FOOD SERVICE ITALAC 1,030 KG (CX 12 UN);CX
6943;"CREME DE LEITE GRANDE FOOD SERVICE PIRACANJUBA 1,030 KG (CX
12 UN)";CX
263;CREME DE LEITE ITALAC 200 G (CX 24 UN);CX
4136;CREME DE LEITE JUSSARA 200 G (CX 27 UN);CX
583;CREME DE LEITE PASTEURIZADO BIOCREME 1,01 KG (CX 12 UN);UN
7939;CREME DE LEITE PASTEURIZADO QUATÁ 1,01 KG (CX 12 UN);UN
879;CREME DE LEITE PIRACANJUBA 200 G (CX 27 UN);CX
8447;CREME DE LEITE QUATÁ 200 G (CX 27 UN);CX
7895;"CREME DE MORANGO ""MARROM"" RECHEIO ARTESANAL VABENE 1,01
KG (CX 8 BIS)";BIS
8325;CREME DE PISTACHE DOCEIRO 1,005 KG (CX 8 BIS);BIS
8212;CREME DE PISTACHE PEQUENO VABENE 1,01 KG (CX 8 BIS);BIS
8514;CREME DE QUEIJO MINAS FRESCAL TIROLEZ 150 G (CX 16 UN);UN
6544;CREME DE RICOTA LIGHT TIROLEZ 200 G (CX 16 UN);UN
881;CREME DE RICOTA TIROLEZ 200 G (CX 16 UN);UN
6779;CREME FORNEÁVEL DE AMENDOIM DADINHO 1,01 KG (CX 6 BIS);BIS
8508;CROQUETE DE CUPIM CONGELADO ALFAMA 1,05 KG (CX 3 PCT);PCT
8510;"CROQUETE DE PERNIL COM LIMÃO E MOSTARDA CONGELADO ALFAMA
1,05 KG (CX 3 PCT)";PCT
8672;"CUPIM BOVINO CONGELADO ""TIPO A"" MATOSO 2 KG (CX 14 KG)";KG
1692;CUPIM BOVINO CONGELADO DESFIADO ALFAMA 1 KG (CX 6 PCT);PCT
4667;CUPIM BOVINO CONGELADO TIPO B FRIGO NOSSO 4 KG (CX 21 KG);KG
8478;CUPIM BOVINO CONGELADO TIPO B MATOSO 3 KG (CX 15 KG);KG
8662;CURAU COM LEITE LBS 1 KG (CX 10 UN);PCT
3686;CÚRCUMA AÇAFRÃO BRASILSECO 1 KG (CX 10 PCT);PCT
7233;"DADINHO DE TAPIOCA COM QUEIJO DE COALHO CONGELADO PIF PAF
300 G (CX 10 PCT)";PCT
8246;DAMASCO LERYC 1 KG (CX 10 PCT);PCT
1012;DAMASCO TURCO BRASILSECO 1 KG (CX 10 PCT);PCT
737;DESINFETANTE EUCALIPTO BAK YPÊ 2 L (CX 6 GL);CX
6410;DESINFETANTE LAVANDA BAK YPÊ 2 L (CX 6 GL);CX
6923;DESMOLDANTE SPRAY AEROSOL UNTA FÁCIL 400 ML (CX 12 UN);UN
6367;DETERGENTE CLEAR YPÊ 500 ML (CX 24 FR);CX
358;DETERGENTE NEUTRO YPÊ 500 ML (CX 24 FR);CX
7855;DOCE DE LEITE DOCEIRO 1,001 KG (CX 8 BIS);BIS
5444;DOCE DE LEITE FRIMESA 4,8 KG (CX 4 BD);BD
8320;DOCE DE LEITE LA SERENISSIMA 1 KG (CX 12 UN);UN
6773;DOCE DE LEITE NESTLÉ 1,01 KG (CX 8 BIS);BIS
256;DOCE DE LEITE SABOR DE MINAS 1,5 KG (CX 8 BIS);BIS
7063;DOCE DE LEITE TRADICIONAL FRIMESA 400 G (CX 12 PT);PT
22;DOLLY GUARANÁ PET 2 L (PCT 6 UN);PCT
23;DOLLY LARANJA PET 2 L (PCT 6 UN);PCT
24;DOLLY LIMÃO PET 2 L (PCT 6 UN);PCT
1060;DOLLY UVA PET 2 L (PCT 6 UN);PCT
3828;ENERGÉTICO LONG ONE 2 L (PCT 6 UN);PCT
4757;ENERGÉTICO MONSTER ENERGY 473 ML (PCT 6 UN);PCT
5962;"ENERGÉTICO MONSTER ENERGY ABSOLUTELY ZERO 473 ML (PCT 6
UN)";PCT
6066;ENERGÉTICO MONSTER ENERGY MANGO LOCO 473 ML (PCT 6 UN);PCT
5998;ENERGÉTICO MONSTER ENERGY PACIFIC PUNCH 473 ML (PCT 6 UN);PCT
5961;"ENERGÉTICO MONSTER SEM AÇÚCAR ENERGY ULTRA 473 ML (PCT 6
UN)";PCT
5960;"ENERGÉTICO MONSTER SEM AÇÚCAR ENERGY ULTRA PARADISE 473
ML (PCT 6 UN)";PCT
5963;"ENERGÉTICO MONSTER SEM AÇÚCAR ENERGY ULTRA VIOLET 473 ML
(PCT 6 UN)";PCT
1845;ENERGÉTICO RED BULL 250 ML (CX 24 LT);CX
5943;ENERGÉTICO RED BULL MELANCIA 250 ML (CX 24 LT);CX
1766;ENERGÉTICO RED BULL SUGAR FREE 250 ML (CX 24 LT);CX
387;ENVELOPE PARA PIZZA 25 CM (FDO 250 UN);FD
389;ENVELOPE PARA PIZZA 35 CM (FDO 250 UN);FD
5691;ERVILHA BONARE GOIÁS VERDE 170 G (CX 24 LT);CX
7308;ERVILHA CONGELADA GRANO 2 KG (CX 5 PCT);PCT
4959;ERVILHA CONGELADA PRATIGEL 1,02 KG (CX 10 PCT);PCT
5690;ERVILHA GRANDE BONARE GOIÁS VERDE 1,7 KG (CX 6 LT);LT
4226;ERVILHA GRANDE CAMIL 2 KG (CX 5 PCT);PCT
7702;ERVILHA GRANDE DA TERRINHA 500 G (FDO 12 PCT);PCT
322;ERVILHA GRANDE QUERO 1,7 KG (CX 6 LT);LT
5131;ERVILHA QUERO 170 G (CX 24 LT);CX
7794;ESCAROLA CONGELADA GRANO 1 KG (CX 12 PCT);PCT
326;ESCAROLA CONGELADA PRATIGEL 2 KG (CX 6 PCT);PCT
5964;ESPINAFRE CONGELADO EM FOLHAS GRANO 2 KG (CX 5 PCT);PCT
1007;ESPONJA 3M SCOTCH BRITE / TININDO (PCT 10 UN);PCT
6453;ESPONJA DE LÃ DE AÇO ASSOLAN YPÊ (FDO 20 PCT);FD
3068;ESPUMANTE BRANCO MOSCATEL SALTON 750 ML (CX 6 UN);UN
1625;ESPUMANTE BRANCO NATURAL BRUT SALTON 750 ML (CX 6 UN);UN
2967;ESPUMANTE CHANDON BABY BRUT ROSÉ 187 ML (CX 24 UN);UN
2931;ESPUMANTE CHANDON BRUT ROSÉ 750 ML (CX 6 UN);UN
3065;"ESPUMANTE CHANDON PASSION ON ICE ROSÉ MEIO DOCE 750 ML (CX
6 UN)";UN
1329;ESPUMANTE CHANDON RÉSERVE BRUT 750 ML (CX 6 UN);UN
458;ETIQUETA LACRE (PCT 2 x 500);PCT
3979;EXTRATO DE TOMATE AJINOMOTO 2 KG (CX 8 BAG);BAG
6422;EXTRATO DE TOMATE BONARE GOIÁS VERDE 1,7 KG (CX 6 BAG);BAG
3347;EXTRATO DE TOMATE BONARE GOIÁS VERDE 4 KG (CX 4 LT);LT
1297;"EXTRATO DE TOMATE BONARE GOURMET SUPER CONCENTRADO
GOIÁS VERDE 4 KG (CX 4 LT)";LT
2885;EXTRATO DE TOMATE EKMA 1,7 KG (CX 6 BAG);BAG
8235;EXTRATO DE TOMATE ELEFANTE 1,04 KG (CX 12 UN);CX
7961;EXTRATO DE TOMATE ELEFANTE 1,7 KG (CX 6 BAG);BAG
531;EXTRATO DE TOMATE GRANDE ELEFANTE 4,08 KG (CX 6 LT);LT
8598;EXTRATO DE TOMATE KNORR 1,5 KG (CX 6 BAG);BAG
5383;EXTRATO DE TOMATE QUERO 1,020 KG (CX 12 BAG);CX
12;FANTA LARANJA LATA 350 ML (PCT 12 LT);PCT
11;FANTA LARANJA PET 2 L (PCT 6 UN);PCT
1199;FANTA LARANJA PET 600 ML (PCT 12 UN);PCT
1120;FANTA UVA LATA 350 ML (PCT 6 UN);PCT
13;FANTA UVA PET 2 L (PCT 6 UN);PCT
7612;FARINHA DE MANDIOCA CRUA FINA DA TERRINHA 1 KG (FDO 12 PCT);PCT
6307;FARINHA DE MANDIOCA CRUA FINA YOKI 4 KG (FDO 6 PCT);PCT
7611;"FARINHA DE MANDIOCA CRUA GROSSA DA TERRINHA 1 KG (FDO 12
PCT)";PCT
3397;FARINHA DE MANDIOCA CRUA GROSSA PQ 3 KG (FDO 6 PCT);PCT
6636;FARINHA DE MANDIOCA CRUA GROSSA YOKI 1 KG (FDO 12 PCT);PCT
419;FARINHA DE MANDIOCA FLOCADA BIJU YOKI 500 G (FDO 24 PCT);PCT
7704;FARINHA DE MANDIOCA TORRADA DA TERRINHA 500 G (FDO 12 PCT);PCT
6316;FARINHA DE MANDIOCA TORRADA YOKI 4 KG (FDO 6 PCT);PCT
7698;FARINHA DE MILHO DA TERRINHA 500 G (FDO 10 PCT);PCT
3239;FARINHA DE MILHO PQ 2 KG (FDO 6 PCT);PCT
307;FARINHA DE MILHO YOKI 2 KG (FDO 5 PCT);PCT
7699;FARINHA DE ROSCA DA TERRINHA 500 G (FDO 12 PCT);PCT
1385;FARINHA DE ROSCA PQ 5 KG (FDO 6 PCT);PCT
6309;FARINHA DE ROSCA YOKI 4 KG (FDO 6 PCT);PCT
4651;FARINHA DE TRIGO ESPECIAL 101 5 KG (FDO 25 KG);FD
8609;FARINHA DE TRIGO ESPECIAL BONINA 5 KG (FDO 25 KG);FD
8582;FARINHA DE TRIGO FLOCADA PANKO DA TERRINHA 200 G (CX 12 PCT);CX
7197;FARINHA DE TRIGO FLOCADA PANKO KARUI 1 KG (FDO 10 PCT);PCT
5988;FARINHA DE TRIGO FLOCADA PANKO QUALIMAX 1 KG (CX 10 PCT);PCT
5096;FARINHA DE TRIGO FLOCADA PANKO ZAFRÁN 1,01 KG (CX 6 PCT);PCT
3997;"FARINHA DE TRIGO LONGA FERMENTAÇÃO PIZZA ANACONDA 5 KG
(FDO 25 KG)";FD
7696;"FARINHA DE TRIGO LONGA FERMENTAÇÃO PIZZA SUPREMA BUNGE 5
KG (FDO 25 KG)";FD
877;FARINHA DE TRIGO PASTEL ANACONDA 5 KG (FDO 25 KG);FD
5935;FARINHA DE TRIGO PASTEL BUQUÊ 5 KG (FDO 25 KG);FD
3516;FARINHA DE TRIGO PASTEL COAMO 5 KG (FDO 25 KG);FD
3838;FARINHA DE TRIGO PASTEL DONA BENTA 5 KG (FDO 25 KG);FD
6517;FARINHA DE TRIGO PASTEL MARIA INÊS  5 KG (FDO 25 KG);FD
3258;FARINHA DE TRIGO PASTEL MIRELLA 5 KG (FDO 25 KG);FD
3986;FARINHA DE TRIGO PASTEL NITA 5 KG (FDO 25 KG);FD
4371;FARINHA DE TRIGO PASTEL PREMIUM 101 5 KG (FDO 25 KG);FD
993;FARINHA DE TRIGO PASTEL ROSA BRANCA 5 KG (FDO 25 KG);FD
597;"FARINHA DE TRIGO PASTEL SUPREMA BUNGE 5 KG ""FARDO PLÁSTICO""
(FDO 25 KG)";FD
6268;FARINHA DE TRIGO PASTEL VENTURELLI 5 KG (FDO 25 KG);FD
7820;"FARINHA DE TRIGO PEQUENA ALMA ITALIANA VENTURELLI 1 KG (FDO
10 KG)";FD
3502;FARINHA DE TRIGO PEQUENA INTEGRAL ANACONDA 1 KG (FDO 10 KG);FD
7600;FARINHA DE TRIGO PEQUENA INTEGRAL COAMO 1 KG (FDO 10 KG);FD
555;FARINHA DE TRIGO PEQUENA PREMIUM ANACONDA 1 KG (FDO 10 KG);FD
3977;"FARINHA DE TRIGO PEQUENA RESERVA ESPECIAL DONA BENTA 1 KG
(FDO 10 KG)";FD
6625;"FARINHA DE TRIGO PEQUENA SEMOLINA TIPO 1 VENTURELLI 1 KG (FDO
10 KG)";FD
1861;FARINHA DE TRIGO PEQUENA TIPO 1 ANACONDA 1 KG (FDO 10 KG);FD
7108;FARINHA DE TRIGO PEQUENA TIPO 1 BUQUÊ 1 KG (FDO 10 KG);FD
6213;FARINHA DE TRIGO PEQUENA TIPO 1 DONA BENTA 1 KG (FDO 10 KG);FD
8005;FARINHA DE TRIGO PEQUENA TIPO 1 GLOBO 1 KG (FDO 10 KG);FD
313;FARINHA DE TRIGO PEQUENA TIPO 1 NITA 1 KG (FDO 10 KG);FD
5431;FARINHA DE TRIGO PEQUENA TIPO 1 ROSA BRANCA 1 KG (FDO 10 KG);FD
4;FARINHA DE TRIGO PEQUENA TIPO 1 SOL 1 KG (FDO 10 KG);FD
310;FARINHA DE TRIGO PIZZA ANACONDA 5 KG (FDO 25 KG);FD
5889;FARINHA DE TRIGO PIZZA BUQUÊ 5 KG (FDO 25 KG);FD
1843;FARINHA DE TRIGO PIZZA DONA BENTA 5 KG (FDO 25 KG);FD
6518;FARINHA DE TRIGO PIZZA MARIA INÊS 5 KG (FDO 25 KG);FD
3259;FARINHA DE TRIGO PIZZA MIRELLA 5 KG (FDO 25 KG);FD
3338;FARINHA DE TRIGO PIZZA NITA 5 KG (FDO 25 KG);FD
1408;FARINHA DE TRIGO PIZZA PREMIUM 101 5 KG (FDO 25 KG);FD
992;FARINHA DE TRIGO PIZZA ROSA BRANCA 5 KG (FDO 25 KG);FD
802;"FARINHA DE TRIGO PIZZA SUPREMA BUNGE 5 KG ""FARDO PAPEL"" (FDO
25 KG)";FD
6267;FARINHA DE TRIGO PIZZA VENTURELLI 5 KG (FDO 25 KG);FD
3114;FARINHA DE TRIGO PREMIUM 101 5 KG (FDO 25 KG);FD
3755;FARINHA DE TRIGO PREMIUM ANACONDA 5 KG (FDO 25 KG);FD
6109;FARINHA DE TRIGO PREMIUM ROSA BRANCA 5 KG (FDO 25 KG);FD
3339;FARINHA DE TRIGO SALGADOS ROSA BRANCA 5 KG (FDO 25 KG);FD
309;FARINHA DE TRIGO TIPO 1 ANACONDA 5 KG (FDO 25 KG);FD
4893;FARINHA DE TRIGO TIPO 1 BUQUÊ 5 KG (FDO 25 KG);FD
311;FARINHA DE TRIGO TIPO 1 DONA BENTA 5 KG (FDO 25 KG);FD
7780;FARINHA DE TRIGO TIPO 1 FARINA 5 KG (FDO 25 KG);FD
7999;FARINHA DE TRIGO TIPO 1 GLOBO 5 KG (FDO 25 KG);FD
590;FARINHA DE TRIGO TIPO 1 NITA 5 KG (FDO 25 KG);FD
8558;"FARINHA DE TRIGO TIPO 1 PURÍSSIMA ORIGINALE COAMO 5 KG (FDO 25
KG)";FD
3760;FARINHA DE TRIGO TIPO 1 ROSA BRANCA 5 KG (FDO 25 KG);FD
316;FARINHA DE TRIGO TIPO 1 SOL 5 KG (FDO 25 KG);FD
6269;FARINHA DE TRIGO TIPO 1 VENTURELLI 5 KG (FDO 25 KG);FD
6811;FAROFA DE AMENDOIM CROCANTE VABENE 1,05 KG (CX 12 PCT);PCT
7300;FAROFA DE MANDIOCA TEMPERADA DA TERRINHA 400 G (CX 24 PCT);PCT
4456;FAROFA DE MANDIOCA TEMPERADA KISABOR 400 G (CX 24 PCT);PCT
6934;"FAROFA DE MANDIOCA TEMPERADA TRADICIONAL YOKI 400 G (CX 24
PCT)";PCT
3525;FEIJÃO BRANCO TIPO 1 FOOD SERVICE CAMIL 2 KG (FDO 5 PCT);FD
804;FEIJÃO CARIOCA TIPO 1 FOOD SERVICE CAMIL 2 KG (FDO 5 PCT);FD
2921;FEIJÃO CARIOCA TIPO 1 SOLITO 1 KG (FDO 10 PCT);FD
3527;FEIJÃO FRADINHO FOOD SERVICE CAMIL 2 KG (FDO 5 PCT);FD
3767;FEIJÃO FRADINHO SOLITO 500 G (FDO 20 PCT);FD
803;FEIJÃO PRETO TIPO 1 FOOD SERVICE CAMIL 2 KG (FDO 5 PCT);FD
1026;FEIJÃO PRETO TIPO 1 SOLITO 1 KG (FDO 10 PCT);FD
318;FERMENTO BIOLÓGICO FRESCO FLEISCHMANN 500 G (CX 50 PCT);PCT
319;FERMENTO BIOLÓGICO FRESCO ITAIQUARA 500 G (CX 50 PCT);PCT
8631;FERMENTO BIOLÓGICO FRESCO PARALEVA 500 G (CX 20 PCT);PCT
4727;"FERMENTO EM PÓ QUÍMICO TRADICIONAL DONA BENTA 100 G (CX 36
UN)";UN
7850;FERMENTO EM PÓ QUÍMICO TRADICIONAL ROYAL 100 G (CX 72 UN);UN
524;"FERMENTO SECO BIOLÓGICO MASSA SALGADA FLEISCHMANN 500 G
(CX 20 PCT)";PCT
4487;"FERMENTO SECO BIOLÓGICO MASSA SALGADA ITAIQUARA 500 G (CX
20 PCT)";PCT
8632;"FERMENTO SECO BIOLÓGICO MASSA SALGADA PARALEVA 500 G (CX 20
PCT)";PCT
5616;FÍGADO BOVINO CONGELADO FRIGO NOSSO 5 KG (CX 24 KG);KG
8577;FÍGADO BOVINO CONGELADO FRIGOL 6 KG (CX 24 KG);KG
735;FIGO EM CALDA TOZZI 400 G (CX 12 LT);LT
6322;"FILÉ DE COXAS E SOBRECOXAS DE FRANGO CONGELADO ALLIZ 1 KG
(CX 20 PCT)";CX
2998;"FILÉ DE COXAS E SOBRECOXAS DE FRANGO CONGELADO ITABOM (CX
20 KG)";CX
8530;"FILÉ DE MEIO PEITO DE FRANGO CONGELADO SEM OSSO SEM PELE
SEM SASSAMI JAGUÁ 2 KG (CX 10 PCT)";CX
6055;FILÉ DE MERLUZA CONGELADO IQF PALEMON 1 KG (CX 12 PCT);PCT
193;"FILÉ DE PEITO DE FRANGO CONGELADO COZIDO DESFIADO E
TEMPERADO PIF PAF 4 KG (CX 4 PCT)";CX
5629;"FILÉ DE PEITO DE FRANGO CONGELADO SEM OSSO SEM PELE COM
SASSAMI RICO (CX 20 KG)";CX
7506;"FILÉ DE PEITO DE FRANGO CONGELADO SEM OSSO SEM PELE SEM
SASSAMI CANÇÃO (CX 20 KG)";CX
8617;"FILÉ DE PEITO DE FRANGO CONGELADO SEM OSSO SEM PELE SEM
SASSAMI LEVO (CX 20 KG)";CX
6757;FILÉ DE TILÁPIA CONGELADO PALEMON 800 G (CX 15 PCT);PCT
7652;"FILÉ MIGNON BOVINO RESFRIADO ""3 / 4"" SEM CORDÃO BOI BRASIL 1,5
KG (CX 18 KG)";KG
6899;"FILÉ MIGNON BOVINO RESFRIADO ""3 / 4"" SEM CORDÃO GOLD BEEF 1,5
KG (CX 14 KG)";KG
8495;"FILÉ MIGNON BOVINO RESFRIADO ""4 / 5"" SEM CORDÃO DÁ GOSTO
MATOSO 2 KG (CX 13 KG)";KG
8610;"FILÉ MIGNON BOVINO RESFRIADO ""4 / 5"" SEM CORDÃO ESTRELA
NOVILHA JOVEM 1,5 KG (CX 18 KG)";KG
7127;"FILÉ MIGNON SUÍNO CONGELADO TEMPERADO PAMPLONA 1,3 KG (CX
10 KG)";KG
1659;"FILEZINHO SASSAMI DE FRANGO CONGELADO AURORA 1 KG (CX 16
PCT)";CX
6452;"FILEZINHO SASSAMI DE FRANGO CONGELADO GUIBON 1 KG (CX 18
PCT)";CX
3161;FILEZINHO SASSAMI DE FRANGO CONGELADO JAGUÁ 1 KG (CX 20 PCT);CX
